"gender,event,medal,athlete,abb,country,type,year"
"Men,Teams L5,Bronze,Anonymous,,-,Wheelchair Tennis,1984"
"Women,Teams 2,Gold,Anonymous,AUT,Austria,Wheelchair Tennis,1984"
"Women,Teams 2,Silver,Anonymous,IRL,Ireland,Wheelchair Tennis,1984"
"Women,Teams 2,Bronze,Anonymous,GBR,Great Britain,Wheelchair Tennis,1984"
"Women,Teams 4,Gold,BLANC Jacqueline,SUI,Switzerland,Wheelchair Tennis,1984"
"Women,Teams 4,Gold,METTLER-KIENER Elisabeth,SUI,Switzerland,Wheelchair Tennis,1984"
"Women,Teams 4,Gold,ZAUGG Rosa,SUI,Switzerland,Wheelchair Tennis,1984"
"Women,Teams 4,Silver,Anonymous,HKG,Hong Kong,Wheelchair Tennis,1984"
"Women,Teams 4,Bronze,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Women,Teams 1A-C,Gold,Anonymous,GBR,Great Britain,Wheelchair Tennis,1984"
"Women,Teams 1A-C,Silver,Anonymous,USA,United States of America,Wheelchair Tennis,1984"
"Women,Teams 1A-C,Bronze,Anonymous,,-,Wheelchair Tennis,1984"
"Men,Singles 2,Gold,PEETERS Michel,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles 2,Silver,KIM Young Soo,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 2,Bronze,ALTENDORFER Fritz,AUT,Unknown,Wheelchair Tennis,1988"
"Men,Singles 3,Gold,STARL Peter,AUT,Unknown,Wheelchair Tennis,1988"
"Men,Singles 3,Silver,KIM Ki Hoon,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 3,Bronze,SUTTER Christian,AUT,Unknown,Wheelchair Tennis,1988"
"Men,Singles 4,Gold,KREIDEL Thomas,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles 4,Silver,SCHMIDT Peter,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles 4,Bronze,DEMPSEY Michael,USA,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A,Gold,LEE Hae Gon,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A,Silver,KANG Sung Hoon,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A,Bronze,LAUNONEN Matti,FIN,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1B,Gold,HAJEK Rudolf,AUT,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1B,Silver,HASSLER Bruno,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1B,Bronze,SIMENSEN Svein Bjornar,NOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1C,Gold,EMMEL Manfred,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1C,Silver,JAKSCH Rudolf,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1C,Bronze,JEANNIN Daniel,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles C5,Gold,KERSTEN Harold,NED,Unknown,Wheelchair Tennis,1988"
"Men,Singles C5,Silver,INADA Koji,JPN,Unknown,Wheelchair Tennis,1988"
"Men,Singles C5,Bronze,HOLLANDER Eric,BEL,Unknown,Wheelchair Tennis,1988"
"Men,Singles C6,Gold,AXELSSON Thomas,SWE,Unknown,Wheelchair Tennis,1988"
"Men,Singles C6,Silver,WESTLING Mikael,SWE,Unknown,Wheelchair Tennis,1988"
"Men,Singles C6,Bronze,KIM Kyung Sik,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A-4,Gold,DEMPSEY Michael,USA,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A-4,Silver,TISSERANT Guy,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles 1A-4,Bronze,VELROYEN Herbert,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT2,Gold,TISSERANT Guy,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT2,Silver,VELROYEN Herbert,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT2,Bronze,GAUDUCHEAU Michel,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT3,Gold,KURFESS Thomas,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT3,Silver,SCHMIDT Rainer,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT3,Bronze,WELTING Stephan,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT4,Gold,HOPE David,GBR,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT4,Silver,PIRAS Marc,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT4,Bronze,MUELLER Klaus,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT5,Gold,KIM Kwang Jin,KOR,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT5,Silver,SZEPESI Attila,HUN,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT5,Bronze,HORSCH Wolfgang,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT6,Gold,JOKINEN Kimmo,FIN,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT6,Silver,PEHRSSON Torben,DEN,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT6,Bronze,NILSSON Jorgen,SWE,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT7,Gold,KOLLER Manfred,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT7,Silver,DIMITRIJEVIC Svetislav,YUG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT7,Bronze,HAVALESCHKA Frands,DEN,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT open,Gold,CHEDEAU Claude,FRA,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT open,Silver,KNABE Manfred,FRG,Unknown,Wheelchair Tennis,1988"
"Men,Singles TT open,Bronze,PEHRSSON Torben,DEN,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2,Gold,BISQUOLM Elisabeth,SUI,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2,Silver,LAMSBACH Ruth,FRG,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2,Bronze,PAARDEKAM Jolanda,NED,Unknown,Wheelchair Tennis,1988"
"Women,Singles 3,Gold,WENINGER Christiane,FRG,Unknown,Wheelchair Tennis,1988"
"Women,Singles 3,Silver,JOHNSON Jennifer,USA,Unknown,Wheelchair Tennis,1988"
"Women,Singles 3,Bronze,ANDERSEN Inger Lise,NOR,Unknown,Wheelchair Tennis,1988"
"Women,Singles 4,Gold,TERRANOVA Terese,USA,Unknown,Wheelchair Tennis,1988"
"Women,Singles 4,Silver,SIKORA Monika,FRG,Unknown,Wheelchair Tennis,1988"
"Women,Singles 4,Bronze,FETZ Hildegard,AUT,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2-4,Gold,JOHNSON Jennifer,USA,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2-4,Silver,KIRCHMAIR Gabriele,AUT,Unknown,Wheelchair Tennis,1988"
"Women,Singles 2-4,Bronze,WENINGER Christiane,FRG,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT6,Gold,DARVAND Bernadette,FRA,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT6,Silver,ANDERSSON Marie-Louise,SWE,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT6,Bronze,CHENG Yu,CHN,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT7,Gold,HUA Guiyun,CHN,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT7,Silver,BAERTELSEN Marianne,DEN,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT7,Bronze,BAUER Birgit,FRG,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT open,Gold,ZHANG Xiaoling,CHN,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT open,Silver,BORRE Ingrid,BEL,Unknown,Wheelchair Tennis,1988"
"Women,Singles TT open,Bronze,ANDERSSON Marie-Louise,SWE,Unknown,Wheelchair Tennis,1988"
"Men,Teams 2,Gold,Anonymous,AUT,Austria,Wheelchair Tennis,1988"
"Men,Teams 2,Silver,Anonymous,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams 2,Bronze,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams 3,Gold,Anonymous,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams 3,Silver,Anonymous,AUT,Austria,Wheelchair Tennis,1988"
"Men,Teams 3,Bronze,Anonymous,GBR,Great Britain,Wheelchair Tennis,1988"
"Men,Teams 4,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams 4,Silver,Anonymous,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams 4,Bronze,Anonymous,HKG,Hong Kong,Wheelchair Tennis,1988"
"Men,Teams 1A,Gold,Anonymous,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams 1A,Silver,ROSENAST Hans,SUI,Switzerland,Wheelchair Tennis,1988"
"Men,Teams 1A,Silver,ZUMKEHR Rolf,SUI,Switzerland,Wheelchair Tennis,1988"
"Men,Teams 1A,Bronze,Anonymous,USA,United States of America,Wheelchair Tennis,1988"
"Men,Teams 1B,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams 1B,Silver,Anonymous,NOR,Norway,Wheelchair Tennis,1988"
"Men,Teams 1B,Bronze,Anonymous,AUT,Austria,Wheelchair Tennis,1988"
"Men,Teams 1C,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams 1C,Silver,Anonymous,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams 1C,Bronze,Anonymous,BEL,Belgium,Wheelchair Tennis,1988"
"Men,Teams C5-C8,Gold,Anonymous,SWE,Sweden,Wheelchair Tennis,1988"
"Men,Teams C5-C8,Silver,Anonymous,BEL,Belgium,Wheelchair Tennis,1988"
"Men,Teams C5-C8,Bronze,Anonymous,IRL,Ireland,Wheelchair Tennis,1988"
"Men,Teams TT2,Gold,GAUDUCHEAU Michel,FRA,France,Wheelchair Tennis,1988"
"Men,Teams TT2,Gold,TISSERANT Guy,FRA,France,Wheelchair Tennis,1988"
"Men,Teams TT2,Silver,CHOI Hyung Suk,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams TT2,Silver,UM Tae Hyung,KOR,Korea,Wheelchair Tennis,1988"
"Men,Teams TT2,Bronze,REHDER Hans Jurgen,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT2,Bronze,VELROYEN Herbert,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT5,Gold,HORSCH Wolfgang,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT5,Gold,SCHMITT Thomas,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT5,Silver,GAROFALO Thierry,FRA,France,Wheelchair Tennis,1988"
"Men,Teams TT5,Silver,PIRAS Marc,FRA,France,Wheelchair Tennis,1988"
"Men,Teams TT5,Bronze,KOVACS Gyozo,HUN,Hungary,Wheelchair Tennis,1988"
"Men,Teams TT5,Bronze,SZEPESI Attila,HUN,Hungary,Wheelchair Tennis,1988"
"Men,Teams TT6,Gold,ROHOF Niels,NED,Netherlands,Wheelchair Tennis,1988"
"Men,Teams TT6,Gold,ZIJDA Rein,NED,Netherlands,Wheelchair Tennis,1988"
"Men,Teams TT6,Silver,KOZAKURA Masaaki,JPN,Japan,Wheelchair Tennis,1988"
"Men,Teams TT6,Silver,SAIKI Shuzo,JPN,Japan,Wheelchair Tennis,1988"
"Men,Teams TT6,Bronze,ERDOS Lajos,HUN,Hungary,Wheelchair Tennis,1988"
"Men,Teams TT6,Bronze,MAJSAI Karoly,HUN,Hungary,Wheelchair Tennis,1988"
"Men,Teams TT7,Gold,KOLLER Manfred,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT7,Gold,VAHLE Markus,FRG,FR Germany,Wheelchair Tennis,1988"
"Men,Teams TT7,Silver,NILSSON Jorgen,SWE,Sweden,Wheelchair Tennis,1988"
"Men,Teams TT7,Silver,NYBERG Dennis,SWE,Sweden,Wheelchair Tennis,1988"
"Men,Teams TT7,Bronze,HAVALESCHKA Frands,DEN,Denmark,Wheelchair Tennis,1988"
"Men,Teams TT7,Bronze,PEHRSSON Torben,DEN,Denmark,Wheelchair Tennis,1988"
"Women,Teams 2,Gold,DROUX Christiane,SUI,Switzerland,Wheelchair Tennis,1988"
"Women,Teams 2,Gold,METTLER-KIENER Elisabeth,SUI,Switzerland,Wheelchair Tennis,1988"
"Women,Teams 2,Silver,Anonymous,GBR,Great Britain,Wheelchair Tennis,1988"
"Women,Teams 2,Bronze,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Women,Teams 4,Gold,Anonymous,USA,United States of America,Wheelchair Tennis,1988"
"Women,Teams 4,Silver,Anonymous,FRG,FR Germany,Wheelchair Tennis,1988"
"Women,Teams 4,Bronze,Anonymous,AUT,Austria,Wheelchair Tennis,1988"
"Women,Teams TT6,Gold,Anonymous,CHN,China,Wheelchair Tennis,1988"
"Women,Teams TT6,Silver,Anonymous,FRA,France,Wheelchair Tennis,1988"
"Women,Teams TT6,Bronze,Anonymous,SWE,Sweden,Wheelchair Tennis,1988"
"Men,Singles 1,Gold,LAUNONEN Matti,FIN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 1,Silver,KIRCHHOFF Ralf,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 1,Bronze,LEE Hae Gon,KOR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 1,Bronze,KANG Seong Hoon,KOR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 2,Gold,HAJEK Rudolf,AUT,Unknown,Wheelchair Tennis,1992"
"Men,Singles 2,Silver,KURKINEN Jari,FIN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 2,Bronze,KIM Kyung Mook,KOR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 2,Bronze,HASSLER Bruno,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 3,Gold,PEETERS Michel,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 3,Silver,ROBINSON Neil,GBR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 3,Bronze,KESLER Zlatko,IPP,Unknown,Wheelchair Tennis,1992"
"Men,Singles 3,Bronze,ANDREY Marcel,SUI,Unknown,Wheelchair Tennis,1992"
"Men,Singles 4,Gold,KREIDEL Thomas,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 4,Silver,BENEDETTI Bruno,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 4,Bronze,UM Tae Hyung,KOR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 4,Bronze,CHAN Arnie,GBR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 5,Gold,KWONG Kam Shing,HKG,Unknown,Wheelchair Tennis,1992"
"Men,Singles 5,Silver,TISSERANT Guy,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 5,Bronze,ROBLES Manuel,ESP,Unknown,Wheelchair Tennis,1992"
"Men,Singles 5,Bronze,KIM So Boo,KOR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 6,Gold,SCHMIDT Rainer,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 6,Silver,NIELSEN Brian,DEN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 6,Bronze,LUNDSTEEN Kai,DEN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 6,Bronze,STROMSTEDT Peter,SWE,Unknown,Wheelchair Tennis,1992"
"Men,Singles 7,Gold,GLIKMAN Zeev,ISR,Unknown,Wheelchair Tennis,1992"
"Men,Singles 7,Silver,KURFESS Thomas,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 7,Bronze,WOLLMERT Jochen,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 7,Bronze,VOSSEN Matheus,NED,Unknown,Wheelchair Tennis,1992"
"Men,Singles 8,Gold,SEIDENFELD Mitchell,USA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 8,Silver,SUZUKI Kenichi,JPN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 8,Bronze,MAISSENBACHER Werner,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 8,Bronze,FUJII Hiroshi,JPN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 9,Gold,JOKINEN Kimmo,FIN,Unknown,Wheelchair Tennis,1992"
"Men,Singles 9,Silver,KNABE Manfred,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 9,Bronze,ZIJDA Rein,NED,Unknown,Wheelchair Tennis,1992"
"Men,Singles 9,Bronze,GAROFALO Thierry,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 10,Gold,GERKE Michael,GER,Unknown,Wheelchair Tennis,1992"
"Men,Singles 10,Silver,DE LA BOURDONNAYE Gilles,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Singles 10,Bronze,GOELLER Thomas,AUT,Unknown,Wheelchair Tennis,1992"
"Men,Singles 10,Bronze,AGUDO Enrique,ESP,Unknown,Wheelchair Tennis,1992"
"Men,Open 1-5,Gold,TISSERANT Guy,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Open 1-5,Silver,DEMPSEY Michael,USA,Unknown,Wheelchair Tennis,1992"
"Men,Open 1-5,Bronze,MANDL Franz,AUT,Unknown,Wheelchair Tennis,1992"
"Men,Open 1-5,Bronze,HATTON Daniel,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Open 6-10,Gold,JOKINEN Kimmo,FIN,Unknown,Wheelchair Tennis,1992"
"Men,Open 6-10,Silver,GERKE Michael,GER,Unknown,Wheelchair Tennis,1992"
"Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,Unknown,Wheelchair Tennis,1992"
"Men,Open 6-10,Bronze,AGUDO Enrique,ESP,Unknown,Wheelchair Tennis,1992"
"Women,Singles 3,Gold,PAARDEKAM Jolanda,NED,Unknown,Wheelchair Tennis,1992"
"Women,Singles 3,Silver,BARTHEIDEL Monika,GER,Unknown,Wheelchair Tennis,1992"
"Women,Singles 3,Bronze,SASVARINE Ilona,HUN,Unknown,Wheelchair Tennis,1992"
"Women,Singles 3,Bronze,LAMSBACH Ruth,GER,Unknown,Wheelchair Tennis,1992"
"Women,Singles 4,Gold,SIKORA Monika,GER,Unknown,Wheelchair Tennis,1992"
"Women,Singles 4,Silver,WENINGER Christiane,GER,Unknown,Wheelchair Tennis,1992"
"Women,Singles 4,Bronze,KIRCHMAIR Gabriele,AUT,Unknown,Wheelchair Tennis,1992"
"Women,Singles 4,Bronze,WITSCHNIG Susanne,AUT,Unknown,Wheelchair Tennis,1992"
"Women,Singles 5,Gold,ROOSEN Gisela,GER,Unknown,Wheelchair Tennis,1992"
"Women,Singles 5,Silver,ZAUGG Rosa,SUI,Unknown,Wheelchair Tennis,1992"
"Women,Singles 5,Bronze,NARDELLI Maria,ITA,Unknown,Wheelchair Tennis,1992"
"Women,Singles 5,Bronze,FUNG Yuet Wah,HKG,Unknown,Wheelchair Tennis,1992"
"Women,Singles 9,Gold,ZHANG Xiao,CHN,Unknown,Wheelchair Tennis,1992"
"Women,Singles 9,Silver,YANG Yi,CHN,Unknown,Wheelchair Tennis,1992"
"Women,Singles 9,Bronze,NURUKI Michiyo,JPN,Unknown,Wheelchair Tennis,1992"
"Women,Singles 9,Bronze,BORRE Ingrid,BEL,Unknown,Wheelchair Tennis,1992"
"Women,Open 1-5,Gold,WENINGER Christiane,GER,Unknown,Wheelchair Tennis,1992"
"Women,Open 1-5,Silver,NARDELLI Maria,ITA,Unknown,Wheelchair Tennis,1992"
"Women,Open 1-5,Bronze,TERRANOVA Terese,USA,Unknown,Wheelchair Tennis,1992"
"Women,Open 1-5,Bronze,FUNG Yuet Wah,HKG,Unknown,Wheelchair Tennis,1992"
"Women,Open 6-10,Gold,BORRE Ingrid,BEL,Unknown,Wheelchair Tennis,1992"
"Women,Open 6-10,Silver,ZHANG Xiao,CHN,Unknown,Wheelchair Tennis,1992"
"Women,Open 6-10,Bronze,YANG Yi,CHN,Unknown,Wheelchair Tennis,1992"
"Women,Open 6-10,Bronze,NURUKI Michiyo,JPN,Unknown,Wheelchair Tennis,1992"
"Men,Teams 1,Gold,KANG Seong Hoon,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 1,Gold,LEE Hae Gon,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 1,Silver,ROSENAST Hans,SUI,Switzerland,Wheelchair Tennis,1992"
"Men,Teams 1,Silver,ZUMKEHR Rolf,SUI,Switzerland,Wheelchair Tennis,1992"
"Men,Teams 1,Bronze,ESSBACH Dieter,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 1,Bronze,KIRCHHOFF Ralf,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 2,Gold,HAJEK Rudolf,AUT,Austria,Wheelchair Tennis,1992"
"Men,Teams 2,Gold,SCHARF Gerhard,AUT,Austria,Wheelchair Tennis,1992"
"Men,Teams 2,Silver,KIM Kyung Mook,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 2,Silver,PARK Hyun Sang,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 2,Bronze,HASSLER Bruno,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 2,Bronze,SPERLING Helmut,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 2,Bronze,Finland,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 3,Gold,EVANS Phillip,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 3,Gold,RAWSON James,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 3,Gold,ROBINSON Neil,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 3,Silver,DORR Werner,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 3,Silver,KOLB Rainer,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 3,Bronze,HATTON Daniel,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 3,Bronze,PEETERS Michel,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 3,Bronze,Korea,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 4,Gold,HO Sum Tak,HKG,Hong Kong,Wheelchair Tennis,1992"
"Men,Teams 4,Gold,WONG Yin Biu,HKG,Hong Kong,Wheelchair Tennis,1992"
"Men,Teams 4,Silver,GUSTAVSSON Jan-Krister,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 4,Silver,JOHANSSON Joergen,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 4,Bronze,ALTENBURG Gunter,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 4,Bronze,HUHN Winfried,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 4,Bronze,Belgium,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 5,Gold,KREIDEL Thomas,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 5,Gold,WEBER Karl-Heinz,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 5,Silver,JANG Choon Bae,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 5,Silver,KIM So Boo,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 5,Silver,UM Tae Hyung,KOR,Korea,Wheelchair Tennis,1992"
"Men,Teams 5,Bronze,IP Sui Lam,HKG,Hong Kong,Wheelchair Tennis,1992"
"Men,Teams 5,Bronze,KWONG Kam Shing,HKG,Hong Kong,Wheelchair Tennis,1992"
"Men,Teams 5,Bronze,Austria,HKG,Hong Kong,Wheelchair Tennis,1992"
"Men,Teams 6,Gold,LUNDSTEEN Kai,DEN,Denmark,Wheelchair Tennis,1992"
"Men,Teams 6,Gold,NIELSEN Brian,DEN,Denmark,Wheelchair Tennis,1992"
"Men,Teams 6,Silver,SCHMIDT Rainer,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 6,Silver,STELZNER Winfried,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 6,Bronze,KARLSSON Mattias,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 6,Bronze,STROMSTEDT Peter,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 8,Gold,FUJII Hiroshi,JPN,Japan,Wheelchair Tennis,1992"
"Men,Teams 8,Gold,SUZUKI Kenichi,JPN,Japan,Wheelchair Tennis,1992"
"Men,Teams 8,Silver,HUGLOW Peter,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 8,Silver,LARSSON Thomas,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 8,Silver,VESTLING Mikael,SWE,Sweden,Wheelchair Tennis,1992"
"Men,Teams 8,Bronze,HOPE David,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 8,Bronze,YOUNG David,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 8,Bronze,Germany,GBR,Great Britain,Wheelchair Tennis,1992"
"Men,Teams 9,Gold,MINAMI Tatsuya,JPN,Japan,Wheelchair Tennis,1992"
"Men,Teams 9,Gold,SAIKI Shuzo,JPN,Japan,Wheelchair Tennis,1992"
"Men,Teams 9,Silver,FURLAN Andrea,ITA,Italy,Wheelchair Tennis,1992"
"Men,Teams 9,Silver,WALZL Eberhard,ITA,Italy,Wheelchair Tennis,1992"
"Men,Teams 9,Bronze,GAROFALO Thierry,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 9,Bronze,PICHON Alain,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 9,Bronze,Germany,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 10,Gold,GERKE Michael,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 10,Gold,VAHLE Marcus,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 10,Gold,WINDECKER C.,GER,Germany,Wheelchair Tennis,1992"
"Men,Teams 10,Silver,CHEDEAU Claude,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 10,Silver,ROINE Philippe,FRA,France,Wheelchair Tennis,1992"
"Men,Teams 10,Bronze,HAVALESCHKA Frands,DEN,Denmark,Wheelchair Tennis,1992"
"Men,Teams 10,Bronze,JACOB Jes,DEN,Denmark,Wheelchair Tennis,1992"
"Men,Teams 10,Bronze,PEHRSSON Torben,DEN,Denmark,Wheelchair Tennis,1992"
"Men,Teams 10,Bronze,United States of America,DEN,Denmark,Wheelchair Tennis,1992"
"Women,Teams 3,Gold,BARTHEIDEL Monika,GER,Germany,Wheelchair Tennis,1992"
"Women,Teams 3,Gold,LAMSBACH Ruth,GER,Germany,Wheelchair Tennis,1992"
"Women,Teams 3,Silver,PUSZTAFINE Judit,HUN,Hungary,Wheelchair Tennis,1992"
"Women,Teams 3,Silver,SASVARINE Ilona,HUN,Hungary,Wheelchair Tennis,1992"
"Women,Teams 3,Bronze,CALLANAN Siobhan,IRL,Ireland,Wheelchair Tennis,1992"
"Women,Teams 3,Bronze,STYNES Esther,IRL,Ireland,Wheelchair Tennis,1992"
"Women,Teams 5,Gold,FUNG Yuet Wah,HKG,Hong Kong,Wheelchair Tennis,1992"
"Women,Teams 5,Gold,WONG Pui Yi,HKG,Hong Kong,Wheelchair Tennis,1992"
"Women,Teams 5,Silver,POHLE Gisela,GER,Germany,Wheelchair Tennis,1992"
"Women,Teams 5,Silver,ROOSEN Gisela,GER,Germany,Wheelchair Tennis,1992"
"Women,Teams 5,Silver,SIKORA Monika,GER,Germany,Wheelchair Tennis,1992"
"Women,Teams 5,Silver,WENINGER Christiane,GER,Germany,Wheelchair Tennis,1992"
